AL_TCDD_F_Bl_adt	BA_BPA10mg_F_Bl_adt	BA_BPA10ug_F_Bl_adt	BI_PM2.5_F_Bl_adt	DO_Pb_F_Bl_adt	DO_DEHP_F_Bl_adt	MU_PM2.5_F_Bl_adt	ZB_As_F_Bl_adt	WK_TBT_F_Bl_adt
Myo1c	0	0	0	-0.746672919349722	0	0	0	0	0
Edaradd	0	0	0	-0.747373188866066	0	0	0	0	0
Zfp438	0	0	0	-0.748906646141365	0	0	0	0	0
Egr3	0	0	0	-0.750802649894539	0	0	0	0	0
Zfp395	0	0	0	-0.751495161364521	0	0	0	0	0
Irgm1	0	0	0	-0.753456694660145	0	0	0	0	0
Gm20692	0	0	0	-0.76237145832453	0	0	0	0	0
Btla	0	0	0	-0.762508400110379	0	0	0	0	0
Aff3	0	0	0	-0.762882786643755	0	0	0	0	0
Iglv3	0	0	0	-0.763054728772664	0	0	0	0	0
Ifngas1	0	0	0	-0.770844817384239	0	0	0	0	0
Dusp1	0	0	0	-0.773012988780263	0	0	0	0	0
Rubcn	0	0	0	-0.773950611338003	0	0	0	0	0
N4bp2	0	0	0	-0.774419501777454	0	0	0	0	0
Wdfy4	0	0	0	-0.774799692932249	0	0	0	0	0
Kifap3	0	0	0	-0.775923341501176	0	0	0	0	0
Zfp420	0	0	0	-0.776299650604717	0	0	0	0	0
Pde2a	0	0	0	-0.7788152146337	0	0	0	0	0
Igkj5	0	0	0	-0.78245676046419	0	0	0	0	0
Ighv5-17	0	0	0	-0.783186326234442	0	0	0	0	0
Hdac9	0	0	0	-0.783762672974517	0	0	0	0	0
Tcf3	0	0	0	-0.786526678238242	0	0	0	0	0
Kcnb1	0	0	0	-0.791857096885666	0	0	0	0	0
Ptprv	0	0	0	-0.794853797142372	0	0	0	0	0
Cd72	0	0	0	-0.795091088494888	0	0	0	0	0
Ephx1	0	0	0	-0.796939617856242	0	0	0	0	0
Armcx2	0	0	0	-0.800000965193873	0	0	0	0	0
Pml	0	0	0	-0.806226382430006	0	0	0	0	0
6330537M06Rik	0	0	0	-0.807693631591503	0	0	0	0	0
Cnnm2	0	0	0	-0.810661245314618	0	0	0	0	0
Atad5	0	0	0	-0.813317870052562	0	0	0	0	0
Ttc30b	0	0	0	-0.814637241717217	0	0	0	0	0
Nek1	0	0	0	-0.81633875685648	0	0	0	0	0
Gm10101	0	0	0	-0.819318603865936	0	0	0	0	0
Irf1	0	0	0	-0.822114521707422	0	0	0	0	0
Nme6	0	0	0	-0.823604104839318	0	0	0	0	0
Samhd1	0	0	0	-0.823836691259675	0	0	0	0	0
Igkv19-93	0	0	0	-0.825573440194304	0	0	0	0	0
Trub1	0	0	0	-0.826782985524215	0	0	0	0	0
1110025M09Rik	0	0	0	-0.826817459180192	0	0	0	0	0
Mettl15	0	0	0	-0.828094398730328	0	0	0	0	0
Pdss1	0	0	0	-0.829585118836058	0	0	0	0	0
Nphp3	0	0	0	-0.831326209068559	0	0	0	0	0
Bcl7a	0	0	0	-0.834947853391361	0	0	0	0	0
Zfp566	0	0	0	-0.835231065902559	0	0	0	0	0
Il12a	0	0	0	-0.840588265516411	0	0	0	0	0
Vangl2	0	0	0	-0.846970656171984	0	0	0	0	0
Cd24a	0	0	0	-0.849186671227768	0	0	0	0	0
Ankrd33b	0	0	0	-0.849860078706774	0	0	0	0	0
Rragd	0	0	0	-0.851687701935005	0	0	0	0	0
Jag1	0	0	0	-0.854959393919832	0	0	0	0	0
Ly6e	0	0	0	-0.859954749955046	0	0	0	0	0
Cryz	0	0	0	-0.860031748510063	0	0	0	0	0
4930426D05Rik	0	0	0	-0.861746568665274	0	0	0	0	0
Blnk	0	0	0	-0.863609903148526	0	0	0	0	0
Plk2	0	0	0	-0.864059106750294	0	0	0	0	0
Nynrin	0	0	0	-0.865458746209495	0	0	0	0	0
Gm4924	0	0	0	-0.867817070562325	0	0	0	0	0
Ccr1	0	0	0	-0.868023535671083	0	0	0	0	0
Fdps	0	0	0	-0.870726944019392	0	0	0	0	0
Myo1e	0	0	0	-0.872782069717963	0	0	0	0	0
Ktn1	0	0	0	-0.872857815535544	0	0	0	0	0
Gm49322	0	0	0	-0.880804953516766	0	0	0	0	0
2700081O15Rik	0	0	0	-0.883797754360485	0	0	0	0	0
Gpat3	0	0	0	-0.888653648163066	0	0	0	0	0
Cfh	0	0	0	-0.889931006589451	0	0	0	0	0
Cep57l1	0	0	0	-0.890184106988433	0	0	0	0	0
Myb	0	0	0	-0.895372135606468	0	0	0	0	0
Ddx25	0	0	0	-0.898454530827907	0	0	0	0	0
Ighv1-53	0	0	0	-0.900433214332057	0	0	0	0	0
Caprin2	0	0	0	-0.90211336667847	0	0	0	0	0
Tfpi	0	0	0	-0.904968794830233	0	0	0	0	0
Hic2	0	0	0	-0.907478580821646	0	0	0	0	0
Tmem147os	0	0	0	-0.913782593185138	0	0	0	0	0
Amigo2	0	0	0	-0.913942420782868	0	0	0	0	0
Igkv4-69	0	0	0	-0.914573813688434	0	0	0	0	0
Usp49	0	0	0	-0.916205180901982	0	0	0	0	0
Jmjd4	0	0	0	-0.917668154858194	0	0	0	0	0
Lbhd1	0	0	0	-0.91939868194882	0	0	0	0	0
Asah2	0	0	0	-0.92048271529304	0	0	0	0	0
Cdk5r1	0	0	0	-0.924761852738802	0	0	0	0	0
Ighd	0	0	0	-0.925503864243984	0	0	0	0	0
Gm7353	0	0	0	-0.926522317423064	0	0	0	0	0
Igkv1-110	0	0	0	-0.927842067476013	0	0	0	0	0
Alas2	0	0	0	-0.936192911940333	0	0	0	0	0
Chst3	0	0	0	-0.93831732918637	0	0	0	0	0
Gm21092	0	0	0	-0.940387232496697	0	0	0	0	0
Hbb-bs	0	0	0	-0.940619611158463	0	0	0	0	0
Fcrla	0	0	0	-0.941524692800071	0	0	0	0	0
Gen1	0	0	0	-0.947486262101726	0	0	0	0	0
A130077B15Rik	0	0	0	-0.948867090341662	0	0	0	0	0
CT571247.2	0	0	0	-0.956644711324961	0	0	0	0	0
Cd22	0	0	0	-0.957519890014689	0	0	0	0	0
Gm13919	0	0	0	-0.960065527001194	0	0	0	0	0
Sdc4	0	0	0	-0.968020619617754	0	0	0	0	0
Oscp1	0	0	0	-0.974414382725362	0	0	0	0	0
9530077C05Rik	0	0	0	-0.97487385252394	0	0	0	0	0
Purg	0	0	0	-0.978673168220096	0	0	0	0	0
Cacna1h	0	0	0	-0.982941311387443	0	0	0	0	0
Klhl14	0	0	0	-0.98471304569066	0	0	0	0	0
Cpne5	0	0	0	-0.993244693962558	0	0	0	0	0
Gm13091	0	0	0	-0.994029329292784	0	0	0	0	0
Dip2c	0	0	0	-0.996578266638517	0	0	0	0	0
Arhgap33	0	0	0	-1.00021683009915	0	0	0	0	0
Cyp4f17	0	0	0	-1.00039661215141	0	0	0	0	0
Fcmr	0	0	0	-1.00960628054489	0	0	0	0	0
Adgrl2	0	0	0	-1.01164964991705	0	0	0	0	0
Csf3r	0	0	0	-1.01251210893057	0	0	0	0	0
Igkv1-135	0	0	0	-1.01370890269554	0	0	0	0	0
Gm17066	0	0	0	-1.02144508042608	0	0	0	0	0
2700099C18Rik	0	0	0	-1.02486922164831	0	0	0	0	0
Ighv1-82	0	0	0	-1.02715320907699	0	0	0	0	0
Tinagl1	0	0	0	-1.02797148109006	0	0	0	0	0
Igkv9-120	0	0	0	-1.02838071783925	0	0	0	0	0
Gm14085	0	0	0	-1.02996930934742	0	0	0	0	0
Fam173b	0	0	0	-1.04146005106233	0	0	0	0	0
Scd1	0	0	0	-1.04356590223888	0	0	0	0	0
Tnfrsf13c	0	0	0	-1.0473780822993	0	0	0	0	0
Pdzd2	0	0	0	-1.05822973325276	0	0	0	0	0
Gm44777	0	0	0	-1.06472981471618	0	0	0	0	0
Knl1	0	0	0	-1.06799207319844	0	0	0	0	0
Mxra8	0	0	0	-1.06858458310803	0	0	0	0	0
Gm47798	0	0	0	-1.0686914068533	0	0	0	0	0
Gm47483	0	0	0	-1.07322959129801	0	0	0	0	0
Ighv5-9	0	0	0	-1.07606331409254	0	0	0	0	0
Cacna1a	0	0	0	-1.08315254762192	0	0	0	0	0
Gm44775	0	0	0	-1.09709739871405	0	0	0	0	0
Gm45250	0	0	0	-1.09989253383589	0	0	0	0	0
Oplah	0	0	0	-1.10679192088201	0	0	0	0	0
H3f3aos	0	0	0	-1.10714252590635	0	0	0	0	0
Thsd1	0	0	0	-1.10799637209188	0	0	0	0	0
Lynx1	0	0	0	-1.11736735762976	0	0	0	0	0
1810055G02Rik	0	0	0	-1.11814656814046	0	0	0	0	0
Hdac11	0	0	0	-1.12093859915254	0	0	0	0	0
Bmpr1a	0	0	0	-1.12557797554948	0	0	0	0	0
Gm9958	0	0	0	-1.12656091298367	0	0	0	0	0
Ighv1-5	0	0	0	-1.13306285103419	0	0	0	0	0
St14	0	0	0	-1.13586438823409	0	0	0	0	0
Igkv9-129	0	0	0	-1.14440963868314	0	0	0	0	0
Ccrl2	0	0	0	-1.15277236690771	0	0	0	0	0
Gm43668	0	0	0	-1.15488366005566	0	0	0	0	0
Igkv6-14	0	0	0	-1.15578795735465	0	0	0	0	0
Fam222a	0	0	0	-1.15971144744487	0	0	0	0	0
Igkv8-24	0	0	0	-1.1797224761075	0	0	0	0	0
Dclre1a	0	0	0	-1.18204692490581	0	0	0	0	0
Gbp2	0	0	0	-1.1844842655433	0	0	0	0	0
Ighv1-22	0	0	0	-1.18562201243011	0	0	0	0	0
Rab11fip2	0	0	0	-1.18887238363986	0	0	0	0	0
E030022I16Rik	0	0	0	-1.19051468014129	0	0	0	0	0
Gm43481	0	0	0	-1.198563053508	0	0	0	0	0
Ighv10-3	0	0	0	-1.2023602962258	0	0	0	0	0
S1pr3	0	0	0	-1.20435414658256	0	0	0	0	0
Ccdc138	0	0	0	-1.20526252501165	0	0	0	0	0
Fitm2	0	0	0	-1.20653701708817	0	0	0	0	0
Cd163	0	0	0	-1.20676552400306	0	0	0	0	0
Mss51	0	0	0	-1.20965763536468	0	0	0	0	0
Ikzf4	0	0	0	-1.21470922062793	0	0	0	0	0
Dtl	0	0	0	-1.21562807791287	0	0	0	0	0
Gm44037	0	0	0	-1.22155791696873	0	0	0	0	0
Igkc	0	0	0	-1.22437540058183	0	0	0	0	0
D130040H23Rik	0	0	0	-1.22985789540862	0	0	0	0	0
Mlkl	0	0	0	-1.24409186523492	0	0	0	0	0
Hbb-bt	0	0	0	-1.24918537154459	0	0	0	0	0
Gm12185	0	0	0	-1.24925941028136	0	0	0	0	0
Hcrtr2	0	0	0	-1.25204215185841	0	0	0	0	0
Lrg1	0	0	0	-1.25345903091261	0	0	0	0	0
Cecr2	0	0	0	-1.25660690914306	0	0	0	0	0
Igkv10-95	0	0	0	-1.25761377805302	0	0	0	0	0
Cep55	0	0	0	-1.25841144626641	0	0	0	0	0
Gm6483	0	0	0	-1.25963349888994	0	0	0	0	0
Rapgefl1	0	0	0	-1.26226128649815	0	0	0	0	0
Sbsn	0	0	0	-1.26248010424844	0	0	0	0	0
Egr2	0	0	0	-1.26252004094466	0	0	0	0	0
Adh1	0	0	0	-1.26736934804842	0	0	0	0	0
Mybpc2	0	0	0	-1.26821037900729	0	0	0	0	0
Igkv4-79	0	0	0	-1.28093778434797	0	0	0	0	0
Eps8l1	0	0	0	-1.293226574441	0	0	0	0	0
Gm20604	0	0	0	-1.29562691564067	0	0	0	0	0
Fam129c	0	0	0	-1.29581226000066	0	0	0	0	0
Mttp	0	0	0	-1.30032009427579	0	0	0	0	0
AC144860.1	0	0	0	-1.3016355048373	0	0	0	0	0
Epb41l5	0	0	0	-1.31257097442253	0	0	0	0	0
Ighv9-4	0	0	0	-1.3138919600622	0	0	0	0	0
Spib	0	0	0	-1.318812928761	0	0	0	0	0
Gm43300	0	0	0	-1.31921039869956	0	0	0	0	0
Gm47730	0	0	0	-1.32940626623298	0	0	0	0	0
Ighv2-9	0	0	0	-1.3423101246399	0	0	0	0	0
4732465J04Rik	0	0	0	-1.3428638251126	0	0	0	0	0
3110001I22Rik	0	0	0	-1.3435748532931	0	0	0	0	0
Gemin6	0	0	0	-1.34984591596308	0	0	0	0	0
Alms1	0	0	0	-1.35978575650948	0	0	0	0	0
4632427E13Rik	0	0	0	-1.37607124807577	0	0	0	0	0
Islr2	0	0	0	-1.383670522465	0	0	0	0	0
Cand2	0	0	0	-1.38586479852016	0	0	0	0	0
Hba-a1	0	0	0	-1.39637304918062	0	0	0	0	0
Cerkl	0	0	0	-1.39728115513137	0	0	0	0	0
4930570N18Rik	0	0	0	-1.40374469222508	0	0	0	0	0
Fgfrl1	0	0	0	-1.41296042854367	0	0	0	0	0
Serpina3f	0	0	0	-1.41316912837147	0	0	0	0	0
Slc23a1	0	0	0	-1.41771272954882	0	0	0	0	0
Gm15880	0	0	0	-1.41967005523664	0	0	0	0	0
Maged1	0	0	0	-1.42459661291494	0	0	0	0	0
Rgs11	0	0	0	-1.42695665571608	0	0	0	0	0
Gm10552	0	0	0	-1.43275653081521	0	0	0	0	0
5430425K12Rik	0	0	0	-1.43524764198089	0	0	0	0	0
Ighj3	0	0	0	-1.43583059639638	0	0	0	0	0
Ighv1-66	0	0	0	-1.45426377141148	0	0	0	0	0
Gm35315	0	0	0	-1.45955728513925	0	0	0	0	0
Fn1	0	0	0	-1.45960981235571	0	0	0	0	0
AC113595.1	0	0	0	-1.45962641281249	0	0	0	0	0
Cdo1	0	0	0	-1.47662605826086	0	0	0	0	0
Cyp2d22	0	0	0	-1.48358776722629	0	0	0	0	0
Igkv13-85	0	0	0	-1.49344778403979	0	0	0	0	0
Gtf2ird1	0	0	0	-1.49953815342151	0	0	0	0	0
D3Ertd254e	0	0	0	-1.51335810653846	0	0	0	0	0
Apol11a	0	0	0	-1.52729437673698	0	0	0	0	0
Lmo7	0	0	0	-1.52919538056965	0	0	0	0	0
Pgpep1l	0	0	0	-1.53052083583775	0	0	0	0	0
Elp4	0	0	0	-1.53228721533792	0	0	0	0	0
Igkv1-133	0	0	0	-1.55717971068104	0	0	0	0	0
Gk5	0	0	0	-1.56560129854033	0	0	0	0	0
Fam118a	0	0	0	-1.56561461331953	0	0	0	0	0
Cdc7	0	0	0	-1.57892575979276	0	0	0	0	0
Gm5141	0	0	0	-1.59106952633897	0	0	0	0	0
Ccdc18	0	0	0	-1.6038849034781	0	0	0	0	0
Hba-a2	0	0	0	-1.62468782817045	0	0	0	0	0
Gm47572	0	0	0	-1.67381114991695	0	0	0	0	0
Camk2a	0	0	0	-1.713033710816	0	0	0	0	0
Ighv1-42	0	0	0	-1.71516291118482	0	0	0	0	0
Gm8848	0	0	0	-1.71702022509724	0	0	0	0	0
Gm20045	0	0	0	-1.73164363795109	0	0	0	0	0
Gm48038	0	0	0	-1.75480480089938	0	0	0	0	0
Fgfbp3	0	0	0	-1.75714871208784	0	0	0	0	0
Gm38336	0	0	0	-1.76675344419311	0	0	0	0	0
Ighv4-1	0	0	0	-1.79646413261753	0	0	0	0	0
BC106179	0	0	0	-1.79673514626211	0	0	0	0	0
1300014J16Rik	0	0	0	-1.80551787852223	0	0	0	0	0
1700109H08Rik	0	0	0	-1.8099170868667	0	0	0	0	0
Gm19719	0	0	0	-1.8186802614185	0	0	0	0	0
Gipc3	0	0	0	-1.81890270983169	0	0	0	0	0
Epha1	0	0	0	-1.82132674808745	0	0	0	0	0
Igkv6-20	0	0	0	-1.8423785493905	0	0	0	0	0
Clspn	0	0	0	-1.85770940309983	0	0	0	0	0
Gm28229	0	0	0	-1.89155951910885	0	0	0	0	0
Slco5a1	0	0	0	-1.89939259171959	0	0	0	0	0
Igkv2-109	0	0	0	-1.94076145979896	0	0	0	0	0
Ighv6-3	0	0	0	-1.95043424814181	0	0	0	0	0
9830107B12Rik	0	0	0	-1.95376202199558	0	0	0	0	0
Ighv1-64	0	0	0	-1.97205237352457	0	0	0	0	0
Stfa1	0	0	0	-2.12945857580045	0	0	0	0	0
Slc7a2	0	0	0	-2.20985400761175	0	0	0	0	0
Cxcr1	0	0	0	-2.27312472915556	0	0	0	0	0
Fga	0	0	0	-2.38713796514158	0	0	0	0	0
Gm47071	0	0	0	-2.42285759436114	0	0	0	0	0
Adgb	0	0	0	-2.52440025787707	0	0	0	0	0
Ankrd22	0	0	0	-2.61933167751825	0	0	0	0	0
Cxcl13	0	0	0	-2.64393595917155	0	0	0	0	0
Dab2	0	0	0	-2.79026022571533	0	0	0	0	0
Gm17455	0	0	0	-3.04536016317342	0	0	0	0	0
Itgb2l	0	0	0	-3.11771426627184	0	0	0	0	0
Ngp	0	0	0	-3.27012123068292	0	0	0	0	0
Camp	0	0	0	-3.2946625229284	0	0	0	0	0
Mlxipl	0	0	0	-3.62380435159919	0	0	0	0	0
Ahsg	0	0	0	-3.62382202880488	0	0	0	0	0
Marco	0	0	0	-3.65748884584201	0	0	0	0	0
Ighg1	0	0	0	-3.88642097627107	0	0	0	0	0
Ednrb	0	0	0	-4.19361496312938	0	0	0	0	0
C4b	0	0	0	-4.44942320639435	0	0	0	0	0
Prg4	0	0	0	-4.70496486758401	0	0	0	0	0
Anxa11	0	0	0	0	-0.585594330086294	0	0	0	0
9930111J21Rik2	0	0	0	0	-0.735694533923413	0	0	0	0
Gm14321	0	0	0	0	-0.825996883799029	0	0	0	0
Gm49405	0	0	0	0	-1.09010272015827	0	0	0	0
Ighv1-34	0	0	0	0	-1.38667634747189	0	0	0	0
Mpo	0	0	0	0	-3.11343392245463	0	0	0	0
Fgd4	0	0	0	0	0	0	-0.64613692326897	0	0
Zfp335os	0	0	0	0	0	0	-0.683828960630947	0	0
Dnah12	0	0	0	0	0	0	-0.725887229929808	0	0
Fnip2	0	0	0	0	0	0	-0.76734972019414	0	0
Bst1	0	0	0	0	0	0	-0.838398490849709	0	0
Fos	0	0	0	0	0	0	-0.930719078168079	0	0
Ddx60	0	0	0	0	0	0	-0.966086482608573	0	0
Dyrk1b	0	0	0	0	0	0	0	-0.585942330500476	0
Cep164	0	0	0	0	0	0	0	-0.586661721305057	0
Disp1	0	0	0	0	0	0	0	-0.597586741462115	0
Gm1043	0	0	0	0	0	0	0	-0.598419496918984	0
Dock6	0	0	0	0	0	0	0	-0.60655979192481	0
Whrn	0	0	0	0	0	0	0	-0.608030612719007	0
Mapk1ip1	0	0	0	0	0	0	0	-0.60851382262177	0
Rfng	0	0	0	0	0	0	0	-0.612718786032638	0
Gm45867	0	0	0	0	0	0	0	-0.637993251436978	0
Kctd3	0	0	0	0	0	0	0	-0.639456010617329	0
Zfhx2	0	0	0	0	0	0	0	-0.642925013528276	0
Mir5125	0	0	0	0	0	0	0	-0.644460629062416	0
Lnx2	0	0	0	0	0	0	0	-0.64591450574375	0
Pom121	0	0	0	0	0	0	0	-0.653505520374139	0
Wdr62	0	0	0	0	0	0	0	-0.673110181178498	0
Palb2	0	0	0	0	0	0	0	-0.674985909193437	0
Rbm14	0	0	0	0	0	0	0	-0.70994970891078	0
Ngfr	0	0	0	0	0	0	0	-0.727332121482366	0
Agrn	0	0	0	0	0	0	0	-0.74369314180573	0
Plekha7	0	0	0	0	0	0	0	-0.7524717733956	0
Cit	0	0	0	0	0	0	0	-0.773293471554319	0
Plxna1	0	0	0	0	0	0	0	-0.790648710756423	0
Megf8	0	0	0	0	0	0	0	-0.820269036480952	0
Zfp661	0	0	0	0	0	0	0	-0.857700255449848	0
Caskin2	0	0	0	0	0	0	0	-0.869194658731939	0
Dag1	0	0	0	0	0	0	0	-0.97803089095984	0
Ccnf	0	0	0	0	0	0	0	-1.02372179794691	0
Anln	0	0	0	0	0	0	0	-1.03160351387384	0
Nav2	0	0	0	0	0	0	0	-1.0564790814648	0
Gm37261	0	0	0	0	0	0	0	-1.08755712718385	0
Tubb6	0	0	0	0	0	0	0	-1.10105910534662	0
Ttc12	0	0	0	0	0	0	0	-1.13017044899917	0
Ryk	0	0	0	0	0	0	0	-1.33000071399971	0
Hspg2	0	0	0	0	0	0	0	-1.81856835994211	0
Gins3	0	0	0	0	0	0	0	0	-0.585011832377135
Nup35	0	0	0	0	0	0	0	0	-0.58584015756206
Capn10	0	0	0	0	0	0	0	0	-0.586342309430106
Galnt6	0	0	0	0	0	0	0	0	-0.586740726506134
Nifk	0	0	0	0	0	0	0	0	-0.587903263492488
Ruvbl1	0	0	0	0	0	0	0	0	-0.589398950335931
Nfil3	0	0	0	0	0	0	0	0	-0.590030551897354
Col20a1	0	0	0	0	0	0	0	0	-0.590680457517779
Mutyh	0	0	0	0	0	0	0	0	-0.593655660500303
Brf2	0	0	0	0	0	0	0	0	-0.594931398949793
Adat2	0	0	0	0	0	0	0	0	-0.59588509348273
Dbp	0	0	0	0	0	0	0	0	-0.596739167642492
Zfp775	0	0	0	0	0	0	0	0	-0.599204614145842
Med30	0	0	0	0	0	0	0	0	-0.602497153132922
Mogs	0	0	0	0	0	0	0	0	-0.603090565575725
1700010I14Rik	0	0	0	0	0	0	0	0	-0.603237067711978
Ripk3	0	0	0	0	0	0	0	0	-0.603783327370501
Gpr171	0	0	0	0	0	0	0	0	-0.606676326259384
Mterf2	0	0	0	0	0	0	0	0	-0.607685319781059
Slc10a3	0	0	0	0	0	0	0	0	-0.608370934122447
Tmem177	0	0	0	0	0	0	0	0	-0.608568698621986
Lyrm2	0	0	0	0	0	0	0	0	-0.608832126484215
Dtx1	0	0	0	0	0	0	0	0	-0.609312555996931
Pramef8	0	0	0	0	0	0	0	0	-0.609868454854213
Mrm2	0	0	0	0	0	0	0	0	-0.611204817577398
Anxa1	0	0	0	0	0	0	0	0	-0.615448882788599
Klhl26	0	0	0	0	0	0	0	0	-0.617525183617434
Snrpert	0	0	0	0	0	0	0	0	-0.618034688367358
B3galt6	0	0	0	0	0	0	0	0	-0.62000192331133
Lpcat4	0	0	0	0	0	0	0	0	-0.625546113460351
Cep19	0	0	0	0	0	0	0	0	-0.626039191243426
Ccr9	0	0	0	0	0	0	0	0	-0.630831798889526
Mzt2	0	0	0	0	0	0	0	0	-0.63377588102127
Armc7	0	0	0	0	0	0	0	0	-0.639075663671786
Tufm	0	0	0	0	0	0	0	0	-0.639479467003623
Bod1	0	0	0	0	0	0	0	0	-0.640495393803294
Exosc4	0	0	0	0	0	0	0	0	-0.641179306731146
Mex3d	0	0	0	0	0	0	0	0	-0.645700365139861
Trmt5	0	0	0	0	0	0	0	0	-0.646502868928816
Spata2l	0	0	0	0	0	0	0	0	-0.646578712094949
Spout1	0	0	0	0	0	0	0	0	-0.647445043446695
Ung	0	0	0	0	0	0	0	0	-0.64755401569209
Dus4l	0	0	0	0	0	0	0	0	-0.649686564409485
Rcn1	0	0	0	0	0	0	0	0	-0.652980904366301
Tes	0	0	0	0	0	0	0	0	-0.655330937974059
Als2cl	0	0	0	0	0	0	0	0	-0.656489479139646
Ubiad1	0	0	0	0	0	0	0	0	-0.656945407252032
Ccdc51	0	0	0	0	0	0	0	0	-0.658984003125904
Isyna1	0	0	0	0	0	0	0	0	-0.65929514849397
Spint2	0	0	0	0	0	0	0	0	-0.659488128115381
Tspyl4	0	0	0	0	0	0	0	0	-0.663111565121577
Akr1b3	0	0	0	0	0	0	0	0	-0.663889999382617
Tm2d3	0	0	0	0	0	0	0	0	-0.666065488813161
Dmap1	0	0	0	0	0	0	0	0	-0.668244451627945
Cd8a	0	0	0	0	0	0	0	0	-0.669690995388716
Znrd1	0	0	0	0	0	0	0	0	-0.670335597803391
Swsap1	0	0	0	0	0	0	0	0	-0.670808294128226
3300005D01Rik	0	0	0	0	0	0	0	0	-0.672151221404471
Tex264	0	0	0	0	0	0	0	0	-0.672867678945637
Ltb	0	0	0	0	0	0	0	0	-0.674809760802129
Rrp9	0	0	0	0	0	0	0	0	-0.678637200454309
Nek2	0	0	0	0	0	0	0	0	-0.6808136800343
Noc4l	0	0	0	0	0	0	0	0	-0.682277978281014
Lrig1	0	0	0	0	0	0	0	0	-0.683645384802538
H2-T-ps	0	0	0	0	0	0	0	0	-0.684738021209187
Skap1	0	0	0	0	0	0	0	0	-0.687489587984514
Qpct	0	0	0	0	0	0	0	0	-0.688276145383834
Igkv3-4	0	0	0	0	0	0	0	0	-0.688632105777429
Marveld1	0	0	0	0	0	0	0	0	-0.689928134807248
Gm49396	0	0	0	0	0	0	0	0	-0.692898418995541
Coq6	0	0	0	0	0	0	0	0	-0.694648472344977
Zfp747	0	0	0	0	0	0	0	0	-0.700680383401255
Yif1b	0	0	0	0	0	0	0	0	-0.701762744318988
Igkv3-2	0	0	0	0	0	0	0	0	-0.704452018410345
Clec4d	0	0	0	0	0	0	0	0	-0.705123807519795
Tmem237	0	0	0	0	0	0	0	0	-0.709114087904382
Thy1	0	0	0	0	0	0	0	0	-0.709284112750611
Zfp862-ps	0	0	0	0	0	0	0	0	-0.709532516366794
Igfbp4	0	0	0	0	0	0	0	0	-0.713012831155003
Cdca7	0	0	0	0	0	0	0	0	-0.716142618334515
March9	0	0	0	0	0	0	0	0	-0.71768494637036
Ighv9-1	0	0	0	0	0	0	0	0	-0.720499981004037
Sit1	0	0	0	0	0	0	0	0	-0.723535356178211
Itk	0	0	0	0	0	0	0	0	-0.728036540462412
Ptprcap	0	0	0	0	0	0	0	0	-0.732536401586285
Rps23-ps2	0	0	0	0	0	0	0	0	-0.734071931968366
Lmnb2	0	0	0	0	0	0	0	0	-0.739362431254048
Pigyl	0	0	0	0	0	0	0	0	-0.740839798340294
Akr1c13	0	0	0	0	0	0	0	0	-0.7418685776642
Zfp689	0	0	0	0	0	0	0	0	-0.742075168462392
Tacstd2	0	0	0	0	0	0	0	0	-0.757888671943538
Ttc30a1	0	0	0	0	0	0	0	0	-0.758070784116718
Cks1b	0	0	0	0	0	0	0	0	-0.763848895803525
9930012K11Rik	0	0	0	0	0	0	0	0	-0.767203520647535
2610306M01Rik	0	0	0	0	0	0	0	0	-0.770490541882703
Zfp983	0	0	0	0	0	0	0	0	-0.772017766105958
Gm44597	0	0	0	0	0	0	0	0	-0.780514653256352
Med29	0	0	0	0	0	0	0	0	-0.783641505328135
Osm	0	0	0	0	0	0	0	0	-0.783642351497344
Ldhb	0	0	0	0	0	0	0	0	-0.785903444730701
Cnr1	0	0	0	0	0	0	0	0	-0.798119247762211
Slc26a6	0	0	0	0	0	0	0	0	-0.798151427185206
Ephb6	0	0	0	0	0	0	0	0	-0.800774829558215
Tnfrsf25	0	0	0	0	0	0	0	0	-0.802953904954098
Acsbg1	0	0	0	0	0	0	0	0	-0.804747802948083
Zbtb3	0	0	0	0	0	0	0	0	-0.806473489778291
Spo11	0	0	0	0	0	0	0	0	-0.811465783270455
Cd247	0	0	0	0	0	0	0	0	-0.814114261625519
Sac3d1	0	0	0	0	0	0	0	0	-0.819775345273618
2010008C14Rik	0	0	0	0	0	0	0	0	-0.820470775749632
Trbv29	0	0	0	0	0	0	0	0	-0.821020212785634
Nr1h3	0	0	0	0	0	0	0	0	-0.821765822297723
Cd8b1	0	0	0	0	0	0	0	0	-0.83068203224555
Alkbh2	0	0	0	0	0	0	0	0	-0.834612532679465
Macrod1	0	0	0	0	0	0	0	0	-0.837458739056638
Lck	0	0	0	0	0	0	0	0	-0.84450046837634
A430088P11Rik	0	0	0	0	0	0	0	0	-0.85789716044332
Iglj3	0	0	0	0	0	0	0	0	-0.868632177657302
Gem	0	0	0	0	0	0	0	0	-0.870891915430137
Mdk	0	0	0	0	0	0	0	0	-0.878556527443311
Irf6	0	0	0	0	0	0	0	0	-0.879377260761547
Mfsd13a	0	0	0	0	0	0	0	0	-0.880608833171642
Mamdc4	0	0	0	0	0	0	0	0	-0.880848186960644
Tnfrsf18	0	0	0	0	0	0	0	0	-0.880977597272965
Stmn1	0	0	0	0	0	0	0	0	-0.881904522081587
Pmel	0	0	0	0	0	0	0	0	-0.885343455980107
