AL_TCDD_F_Bl_adt	BA_BPA10mg_F_Bl_adt	BA_BPA10ug_F_Bl_adt	BI_PM2.5_F_Bl_adt	DO_Pb_F_Bl_adt	DO_DEHP_F_Bl_adt	MU_PM2.5_F_Bl_adt	ZB_As_F_Bl_adt	WK_TBT_F_Bl_adt
Acbd4	0	0.853193352352319	0	0	0	0	0	0	0
Rpl26	0	0.852429503523333	0	0	0	0	0	0	0
Ebpl	0	0.852264284636052	0	0	0	0	0	0	0
Chchd1	0	0.851749874406595	0	0	0	0	0	0	0
Ipo4	0	0.851365829300284	0	0	0	0	0	0	0
Rps20	0	0.851223318500976	0	0	0	0	0	0	0
Cstb	0	0.850043414409054	0	0	0	0	0	0	0
Cst3	0	0.848678006168544	0	0	0	0	0	0	0
Rplp2	0	0.848664395177222	0	0	0	0	0	0	0
Rps11	0	0.848360524242827	0	0	0	0	0	0	0
Prr7	0	0.844040381559143	0	0	0	0	0	0	0
Pelp1	0	0.843637476013102	0	0	0	0	0	0	0
Ndufa13	0	0.843588541867764	0	0	0	0	0	0	0
Nat9	0	0.843290412072469	0	0	0	0	0	0	0
Rps3	0	0.842843245342799	0	0	0	0	0	0	0
1810062O18Rik	0	0.841715457681123	0	0	0	0	0	0	0
Pik3r6	0	0.84104050315569	0	0	0	0	0	0	0
Tk1	0	0.840840402834292	0	0	0	0	0	0	0
Mrpl20	0	0.840840370204775	0	0	0	0	0	0	0
Guca1b	0	0.839608678388226	0	0	0	0	0	0	0
Ankrd24	0	0.839606755575407	0	0	0	0	0	0	0
Gnl3	0	0.839244213839792	0	0	0	0	0	0	0
1110038B12Rik	0	0.838439975381502	0	0	0	0	0	0	0
Wee1	0	0.838073315928637	0	0	0	0	0	0	0
Tcea2	0	0.837965993059612	0	0	0	0	0	0	0
Rpl31	0	0.837753306443383	0	0	0	0	0	0	0
Krt7	0	0.837507160531929	0	0	0	0	0	0	0
Krtcap2	0	0.837081185927985	0	0	0	0	0	0	0
Rpl8	0	0.836737899414931	0	0	0	0	0	0	0
2810405F17Rik	0	0.836698380405978	0	0	0	0	0	0	0
Rps23	0	0.835089928230621	0	0	0	0	0	0	0
Tyrobp	0	0.834490323185679	0	0	0	0	0	0	0
Ndufa11	0	0.834484666893648	0	0	0	0	0	0	0
2310009B15Rik	0	0.834155637865061	0	0	0	0	0	0	0
Pex6	0	0.832037922292947	0	0	0	0	0	0	0
Mapk12	0	0.831316602481724	0	0	0	0	0	0	0
Mrps24	0	0.83131590097958	0	0	0	0	0	0	0
Ctnnd1	0	0.831260251817444	0	0	0	0	0	0	0
Cdk10	0	0.830787034831686	0	0	0	0	0	0	0
CT030736.1	0	0.830766479778842	0	0	0	0	0	0	0
Tnfsfm13	0	0.830537504623259	0	0	0	0	0	0	0
Cox19	0	0.830508982467494	0	0	0	0	0	0	0
Ndufb8	0	0.830338682299241	0	0	0	0	0	0	0
Zfp771	0	0.829637114000615	0	0	0	0	0	0	0
Ccdc85b	0	0.829417591637193	0	0	0	0	0	0	0
Myo7a	0	0.828858725579995	0	0	0	0	0	0	0
Aprt	0	0.828224852244804	0	0	0	0	0	0	0
Thoc6	0	0.82749950076781	0	0	0	0	0	0	0
Arsa	0	0.825466439508478	0	0	0	0	0	0	0
BC051226	0	0.824609649417398	0	0	0	0	0	0	0
Cndp2	0	0.82394077726346	0	0	0	0	0	0	0
Naglu	0	0.823527125114371	0	0	0	0	0	0	0
Timm9	0	0.82329470977843	0	0	0	0	0	0	0
Ten1	0	0.82322374006038	0	0	0	0	0	0	0
Mrps18a	0	0.822454496507961	0	0	0	0	0	0	0
Adap1	0	0.820330544028062	0	0	0	0	0	0	0
Pycr2	0	0.820155436560601	0	0	0	0	0	0	0
D030028A08Rik	0	0.818945129220942	0	0	0	0	0	0	0
Hexdc	0	0.818943618912453	0	0	0	0	0	0	0
Rpl27a	0	0.818939265495122	0	0	0	0	0	0	0
Tmem220	0	0.818514923042073	0	0	0	0	0	0	0
Rpl41	0	0.818236178288689	0	0	0	0	0	0	0
Lsm4	0	0.816919990176571	0	0	0	0	0	0	0
Tmem176a	0	0.816231818390303	0	0	0	0	0	0	0
Cebpb	0	0.816150229602594	0	0	0	0	0	0	0
Gm49041	0	0.815648546106818	0	0	0	0	0	0	0
Fuz	0	0.814996073453536	0	0	0	0	0	0	0
Ube2d-ps	0	0.813188733371358	0	0	0	0	0	0	0
Mtg2	0	0.812018547753109	0	0	0	0	0	0	0
Pias4	0	0.811037480504133	0	0	0	0	0	0	0
Ifi35	0	0.810465447558174	0	0	0	0	0	0	0
Fkbp1b	0	0.809942447415894	0	0	0	0	0	0	0
Pih1d1	0	0.809460387970512	0	0	0	0	0	0	0
Gm16023	0	0.809265085424751	0	0	0	0	0	0	0
Cox4i1	0	0.809179554625412	0	0	0	0	0	0	0
2510002D24Rik	0	0.808620550726152	0	0	0	0	0	0	0
3000002C10Rik	0	0.808445175034184	0	0	0	0	0	0	0
Bcl2a1b	0	0.808087952823165	0	0	0	0	0	0	0
Eng	0	0.806857757297857	0	0	0	0	0	0	0
Mtg1	0	0.806499948094173	0	0	0	0	0	0	0
Sssca1	0	0.805854820044762	0	0	0	0	0	0	0
Relt	0	0.804373975567613	0	0	0	0	0	0	0
Mrps18c	0	0.80317105755536	0	0	0	0	0	0	0
Ap1m2	0	0.80189516639492	0	0	0	0	0	0	0
Siva1	0	0.801737023602625	0	0	0	0	0	0	0
Fam173a	0	0.801568798246906	0	0	0	0	0	0	0
Tspan32	0	0.80003853448268	0	0	0	0	0	0	0
Ptges2	0	0.800029908843544	0	0	0	0	0	0	0
Gusb	0	0.799827434746008	0	0	0	0	0	0	0
Mrm3	0	0.798834572427393	0	0	0	0	0	0	0
Sdhaf4	0	0.797959002166314	0	0	0	0	0	0	0
BC004004	0	0.797743103435451	0	0	0	0	0	0	0
Gamt	0	0.79770136475584	0	0	0	0	0	0	0
Pmf1	0	0.79610841978098	0	0	0	0	0	0	0
Rpl15	0	0.796038651802134	0	0	0	0	0	0	0
Cyp51	0	0.79548630190254	0	0	0	0	0	0	0
Myadm	0	0.794431193591633	0	0	0	0	0	0	0
Cyp4f18	0	0.793627548159761	0	0	0	0	0	0	0
1700037C18Rik	0	0.791668988693746	0	0	0	0	0	0	0
Phldb1	0	0.791478401491102	0	0	0	0	0	0	0
Hyal2	0	0.790211906079029	0	0	0	0	0	0	0
Mrps16	0	0.790022696840279	0	0	0	0	0	0	0
Akr7a5	0	0.788867971596332	0	0	0	0	0	0	0
Arpp19	0	0.788501098058008	0	0	0	0	0	0	0
Pfdn1	0	0.788422403422294	0	0	0	0	0	0	0
Hes1	0	0.787774300882646	0	0	0	0	0	0	0
Mecr	0	0.787537577602608	0	0	0	0	0	0	0
Npc2	0	0.787322701119494	0	0	0	0	0	0	0
Use1	0	0.787086627711759	0	0	0	0	0	0	0
2810402E24Rik	0	0.786549449250173	0	0	0	0	0	0	0
Naa38	0	0.7863393304034	0	0	0	0	0	0	0
Rps17	0	0.785515079004577	0	0	0	0	0	0	0
Bloc1s2	0	0.785507402891022	0	0	0	0	0	0	0
Rilp	0	0.785488358015218	0	0	0	0	0	0	0
Lmf1	0	0.784398395208442	0	0	0	0	0	0	0
Ntmt1	0	0.784208142244391	0	0	0	0	0	0	0
Ankrd49	0	0.784008224470242	0	0	0	0	0	0	0
Eif3i	0	0.783367051800538	0	0	0	0	0	0	0
Bcl2l12	0	0.783041953990807	0	0	0	0	0	0	0
Trim7	0	0.782545593268569	0	0	0	0	0	0	0
Mcemp1	0	0.782291345483597	0	0	0	0	0	0	0
Alkbh7	0	0.782287136056358	0	0	0	0	0	0	0
Nfkbil1	0	0.782252525525185	0	0	0	0	0	0	0
Kcnn4	0	0.781317632573425	0	0	0	0	0	0	0
Ndufc2	0	0.779360082577977	0	0	0	0	0	0	0
Tmem219	0	0.779243836546012	0	0	0	0	0	0	0
C230096K16Rik	0	0.778236720013219	0	0	0	0	0	0	0
Rab31	0	0.777574081705088	0	0	0	0	0	0	0
Nme1	0	0.777368519909698	0	0	0	0	0	0	0
Rpl11	0	0.777054266792846	0	0	0	0	0	0	0
Tmcc3	0	0.777022235710355	0	0	0	0	0	0	0
Pdlim2	0	0.776365162477146	0	0	0	0	0	0	0
Luc7l3	0	0.775099384289337	0	0	0	0	0	0	0
Uqcc3	0	0.774859348857309	0	0	0	0	0	0	0
Plin3	0	0.774416887352099	0	0	0	0	0	0	0
2700062C07Rik	0	0.774294164185135	0	0	0	0	0	0	0
Med18	0	0.774054361495569	0	0	0	0	0	0	0
Eci1	0	0.772762891893161	0	0	0	0	0	0	0
Egln2	0	0.772555177907556	0	0	0	0	0	0	0
H2-DMb1	0	0.771658850677069	0	0	0	0	0	0	0
2810004N23Rik	0	0.770982470207164	0	0	0	0	0	0	0
Rps5	0	0.769610255430117	0	0	0	0	0	0	0
Atp5o	0	0.76841366585546	0	0	0	0	0	0	0
Rsrc1	0	0.76836200658698	0	0	0	0	0	0	0
Cox7c	0	0.768071038799591	0	0	0	0	0	0	0
Krtcap3	0	0.766553584632493	0	0	0	0	0	0	0
Mrpl11	0	0.76499264278884	0	0	0	0	0	0	0
Ccdc191	0	0.764835365598173	0	0	0	0	0	0	0
Ctsh	0	0.764388831295223	0	0	0	0	0	0	0
Sub1	0	0.764038910073017	0	0	0	0	0	0	0
Usf1	0	0.762960595902165	0	0	0	0	0	0	0
Commd6	0	0.761892168820588	0	0	0	0	0	0	0
Dus2	0	0.760716999936154	0	0	0	0	0	0	0
Apobec1	0	0.760476228124311	0	0	0	0	0	0	0
Snx8	0	0.758855661215057	0	0	0	0	0	0	0
Paxx	0	0.758612133464048	0	0	0	0	0	0	0
Cdc42bpg	0	0.758474889192228	0	0	0	0	0	0	0
Commd4	0	0.757574757957033	0	0	0	0	0	0	0
Fcf1	0	0.75713053227498	0	0	0	0	0	0	0
Pde4a	0	0.756401457129357	0	0	0	0	0	0	0
Eral1	0	0.756071590470919	0	0	0	0	0	0	0
Hint3	0	0.755947591195764	0	0	0	0	0	0	0
Fpgs	0	0.755263745201984	0	0	0	0	0	0	0
Rnh1	0	0.755056998675666	0	0	0	0	0	0	0
Rbm25	0	0.754713153995694	0	0	0	0	0	0	0
Mrpl41	0	0.754669919998767	0	0	0	0	0	0	0
Cyp2ab1	0	0.75410714321335	0	0	0	0	0	0	0
Cox17	0	0.754005555701381	0	0	0	0	0	0	0
Eif2s2	0	0.753550725845446	0	0	0	0	0	0	0
Erh	0	0.752999197522377	0	0	0	0	0	0	0
Snhg8	0	0.752115411063386	0	0	0	0	0	0	0
Anapc13	0	0.751749034646734	0	0	0	0	0	0	0
Ctu1	0	0.751143341645592	0	0	0	0	0	0	0
1700021F05Rik	0	0.75021972512604	0	0	0	0	0	0	0
Rps2	0	0.750029575324386	0	0	0	0	0	0	0
Mrpl21	0	0.749484607154037	0	0	0	0	0	0	0
Cib1	0	0.747082587047955	0	0	0	0	0	0	0
Ndufaf2	0	0.745020410710939	0	0	0	0	0	0	0
Trpt1	0	0.744489399579124	0	0	0	0	0	0	0
Pdia4	0	0.744168459184581	0	0	0	0	0	0	0
Sem1	0	0.74282021994404	0	0	0	0	0	0	0
Chchd4	0	0.741580488601459	0	0	0	0	0	0	0
Ndufb3	0	0.741393971606251	0	0	0	0	0	0	0
Fam133b	0	0.741028531807534	0	0	0	0	0	0	0
Rpl6	0	0.740785962490922	0	0	0	0	0	0	0
Mtx1	0	0.739673582465225	0	0	0	0	0	0	0
Adck1	0	0.738685724685434	0	0	0	0	0	0	0
Mier2	0	0.738391267348347	0	0	0	0	0	0	0
Pinx1	0	0.737632348695981	0	0	0	0	0	0	0
Jpt1	0	0.737373912832523	0	0	0	0	0	0	0
Mnat1	0	0.737361891477883	0	0	0	0	0	0	0
Nr2f6	0	0.736908766780894	0	0	0	0	0	0	0
BC003965	0	0.736315502173385	0	0	0	0	0	0	0
E230032D23Rik	0	0.736254000251326	0	0	0	0	0	0	0
Ndufb11	0	0.736070983856638	0	0	0	0	0	0	0
Mrpl23	0	0.735972310648594	0	0	0	0	0	0	0
Ogg1	0	0.734763503946257	0	0	0	0	0	0	0
Ssna1	0	0.734650120496881	0	0	0	0	0	0	0
Sys1	0	0.734096699698084	0	0	0	0	0	0	0
Mrpl27	0	0.73395248837373	0	0	0	0	0	0	0
Psmb6	0	0.733101345953924	0	0	0	0	0	0	0
4930523C07Rik	0	0.732686107988816	0	0	0	0	0	0	0
Pex16	0	0.732127421794424	0	0	0	0	0	0	0
1190007I07Rik	0	0.731328795788872	0	0	0	0	0	0	0
Polr1d	0	0.730330123977877	0	0	0	0	0	0	0
Dnpep	0	0.730247074259944	0	0	0	0	0	0	0
Ctu2	0	0.729681927552226	0	0	0	0	0	0	0
Pcgf1	0	0.729502791228302	0	0	0	0	0	0	0
Manf	0	0.729160801473847	0	0	0	0	0	0	0
Srp19	0	0.728245694502328	0	0	0	0	0	0	0
Uchl3	0	0.728160728833474	0	0	0	0	0	0	0
Ankrd9	0	0.727629538482246	0	0	0	0	0	0	0
Ndufb9	0	0.727264799904978	0	0	0	0	0	0	0
Txn1	0	0.726720024546568	0	0	0	0	0	0	0
Plscr1	0	0.726587394565453	0	0	0	0	0	0	0
Lrrc20	0	0.724970917341246	0	0	0	0	0	0	0
Mrpl33	0	0.723945471831741	0	0	0	0	0	0	0
Gadd45gip1	0	0.723608429059949	0	0	0	0	0	0	0
Rpl29	0	0.722925704056927	0	0	0	0	0	0	0
Fdx1	0	0.722656596698122	0	0	0	0	0	0	0
Pop4	0	0.722070823476343	0	0	0	0	0	0	0
Bax	0	0.721746503569536	0	0	0	0	0	0	0
Rps16	0	0.721550801911742	0	0	0	0	0	0	0
Ier2	0	0.721495619251387	0	0	0	0	0	0	0
Lrrc8a	0	0.72133972593219	0	0	0	0	0	0	0
Ubtd1	0	0.720865788336708	0	0	0	0	0	0	0
5830454E08Rik	0	0.720650193775083	0	0	0	0	0	0	0
Pin4	0	0.720404791143055	0	0	0	0	0	0	0
Cox7b	0	0.719803469804553	0	0	0	0	0	0	0
Dusp22	0	0.719661458162136	0	0	0	0	0	0	0
Tuba1b	0	0.719323489344714	0	0	0	0	0	0	0
Fbxl15	0	0.719216765609095	0	0	0	0	0	0	0
Nup210l	0	0.718855022585721	0	0	0	0	0	0	0
Hes6	0	0.717339889689987	0	0	0	0	0	0	0
Bcl7c	0	0.717204948689301	0	0	0	0	0	0	0
Ranbp1	0	0.717034864705236	0	0	0	0	0	0	0
Fance	0	0.716288980118212	0	0	0	0	0	0	0
Pkig	0	0.715913706701032	0	0	0	0	0	0	0
Poll	0	0.715899332135434	0	0	0	0	0	0	0
Ndufb2	0	0.715735582608093	0	0	0	0	0	0	0
Nfu1	0	0.715354505904427	0	0	0	0	0	0	0
Mpv17l2	0	0.714006468481056	0	0	0	0	0	0	0
Arrdc1	0	0.713577313745032	0	0	0	0	0	0	0
Rps7	0	0.713236594547109	0	0	0	0	0	0	0
Kmt5c	0	0.712828113792871	0	0	0	0	0	0	0
Atp5d	0	0.712802499620679	0	0	0	0	0	0	0
Ghdc	0	0.712735021388964	0	0	0	0	0	0	0
Elob	0	0.712321606199594	0	0	0	0	0	0	0
Rpl21	0	0.711597826537417	0	0	0	0	0	0	0
N4bp3	0	0.711490987454419	0	0	0	0	0	0	0
Mrpl28	0	0.711046611602858	0	0	0	0	0	0	0
Timm50	0	0.710790477394974	0	0	0	0	0	0	0
Galnt9	0	0.710661849218146	0	0	0	0	0	0	0
5031434O11Rik	0	0.710553835656261	0	0	0	0	0	0	0
Hspbp1	0	0.710368754155675	0	0	0	0	0	0	0
Nip7	0	0.71011984478137	0	0	0	0	0	0	0
Rack1	0	0.709929512951508	0	0	0	0	0	0	0
Cdpf1	0	0.709896879193969	0	0	0	0	0	0	0
Txndc17	0	0.709525522190605	0	0	0	0	0	0	0
Diablo	0	0.709203455178335	0	0	0	0	0	0	0
2010320M18Rik	0	0.708402817262715	0	0	0	0	0	0	0
St3gal3	0	0.708376125375288	0	0	0	0	0	0	0
Pkmyt1	0	0.707442262042561	0	0	0	0	0	0	0
Epb41l4aos	0	0.707366155107832	0	0	0	0	0	0	0
Minos1	0	0.707215334899306	0	0	0	0	0	0	0
Pidd1	0	0.70703374482285	0	0	0	0	0	0	0
Sars2	0	0.706878045183608	0	0	0	0	0	0	0
Bphl	0	0.706591425611217	0	0	0	0	0	0	0
Ifitm6	0	0.706010090640817	0	0	0	0	0	0	0
Rab29	0	0.705728847641299	0	0	0	0	0	0	0
Polr2i	0	0.705295964681617	0	0	0	0	0	0	0
Rpl30	0	0.705027092673115	0	0	0	0	0	0	0
Pfdn5	0	0.705009279437301	0	0	0	0	0	0	0
Mrpl43	0	0.704920839464947	0	0	0	0	0	0	0
Metap1d	0	0.70435760314389	0	0	0	0	0	0	0
Prdx4	0	0.704334795946201	0	0	0	0	0	0	0
Gm5547	0	0.70419039729048	0	0	0	0	0	0	0
Rpl12	0	0.703136666376703	0	0	0	0	0	0	0
Ezh2	0	0.702929226888194	0	0	0	0	0	0	0
Mtch1	0	0.702695306991564	0	0	0	0	0	0	0
Hspe1	0	0.701973438470224	0	0	0	0	0	0	0
Upf3b	0	0.699776136403152	0	0	0	0	0	0	0
Gm30054	0	0.69941792363201	0	0	0	0	0	0	0
B3gat3	0	0.699124913833628	0	0	0	0	0	0	0
Matk	0	0.698916984758647	0	0	0	0	0	0	0
Gmfg	0	0.698849541207626	0	0	0	0	0	0	0
Ring1	0	0.698698172526708	0	0	0	0	0	0	0
Impdh2	0	0.698020831956395	0	0	0	0	0	0	0
Banf1	0	0.697938453827338	0	0	0	0	0	0	0
Hgsnat	0	0.69755068727815	0	0	0	0	0	0	0
Nsa2	0	0.69706835721303	0	0	0	0	0	0	0
Imp3	0	0.695405931563325	0	0	0	0	0	0	0
1110008P14Rik	0	0.695363696060724	0	0	0	0	0	0	0
Ndufs7	0	0.694839078601671	0	0	0	0	0	0	0
Uqcrb	0	0.693899709234546	0	0	0	0	0	0	0
Polr1c	0	0.693503845279855	0	0	0	0	0	0	0
Ppcdc	0	0.693347357592317	0	0	0	0	0	0	0
Psmb1	0	0.692881805499604	0	0	0	0	0	0	0
Dtx3	0	0.692082102855808	0	0	0	0	0	0	0
Mpnd	0	0.691924123901577	0	0	0	0	0	0	0
Izumo4	0	0.691909864826075	0	0	0	0	0	0	0
2210016L21Rik	0	0.691863911848434	0	0	0	0	0	0	0
Cep131	0	0.691179944927675	0	0	0	0	0	0	0
Commd1	0	0.691102318340502	0	0	0	0	0	0	0
Sec22a	0	0.690909821051326	0	0	0	0	0	0	0
Mks1	0	0.690750619538419	0	0	0	0	0	0	0
Pepd	0	0.690162179178147	0	0	0	0	0	0	0
Rpl14-ps1	0	0.690157580420992	0	0	0	0	0	0	0
Atraid	0	0.68997867560372	0	0	0	0	0	0	0
Gm37192	0	0.689486580211882	0	0	0	0	0	0	0
Gm26799	0	0.689053473934759	0	0	0	0	0	0	0
Pfdn4	0	0.689038387787262	0	0	0	0	0	0	0
Cdk11b	0	0.689017934194166	0	0	0	0	0	0	0
Psmb4	0	0.688549728356839	0	0	0	0	0	0	0
Mvk	0	0.688244785002817	0	0	0	0	0	0	0
Btf3	0	0.687907226001389	0	0	0	0	0	0	0
Mrpl55	0	0.687353915715485	0	0	0	0	0	0	0
Plin2	0	0.686999157915802	0	0	0	0	0	0	0
Sept11	0	0.686779568478973	0	0	0	0	0	0	0
1810022K09Rik	0	0.686740770428641	0	0	0	0	0	0	0
Opa3	0	0.686700398058586	0	0	0	0	0	0	0
Lage3	0	0.685802378104601	0	0	0	0	0	0	0
Ndufs8	0	0.685636802227478	0	0	0	0	0	0	0
Tmem126a	0	0.685353746961196	0	0	0	0	0	0	0
Mrps21	0	0.684707750943069	0	0	0	0	0	0	0
Eef1g	0	0.684540744381127	0	0	0	0	0	0	0
Dnajc25	0	0.683901392295618	0	0	0	0	0	0	0
Ndufb7	0	0.683674320661902	0	0	0	0	0	0	0
Fam219a	0	0.683499360645086	0	0	0	0	0	0	0
Agpat4	0	0.683269099016578	0	0	0	0	0	0	0
Pim3	0	0.683185243628236	0	0	0	0	0	0	0
Ndufb10	0	0.683160971419748	0	0	0	0	0	0	0
Rita1	0	0.682676824720557	0	0	0	0	0	0	0
Pcyt2	0	0.682312215140401	0	0	0	0	0	0	0
Exosc5	0	0.680376082334746	0	0	0	0	0	0	0
Rabggta	0	0.680349519763026	0	0	0	0	0	0	0
Blvra	0	0.680132109202812	0	0	0	0	0	0	0
Tbl3	0	0.679810716502481	0	0	0	0	0	0	0
St6galnac6	0	0.679267969162331	0	0	0	0	0	0	0
Zcrb1	0	0.678638647103874	0	0	0	0	0	0	0
Gaa	0	0.678415190797343	0	0	0	0	0	0	0
Ctbp2	0	0.678409874797933	0	0	0	0	0	0	0
Telo2	0	0.677342367754839	0	0	0	0	0	0	0
Coq8b	0	0.676979664962555	0	0	0	0	0	0	0
Bloc1s4	0	0.676697935814015	0	0	0	0	0	0	0
Nop56	0	0.676561704810878	0	0	0	0	0	0	0
Hdac10	0	0.67648190419512	0	0	0	0	0	0	0
Fastk	0	0.676407253963163	0	0	0	0	0	0	0
Fbxw7	0	0.676047657091255	0	0	0	0	0	0	0
Dtymk	0	0.675351873417265	0	0	0	0	0	0	0
Fam98c	0	0.674905704089176	0	0	0	0	0	0	0
Plekhh3	0	0.674835380779136	0	0	0	0	0	0	0
Mlycd	0	0.674467000399981	0	0	0	0	0	0	0
Slc25a1	0	0.674442001882238	0	0	0	0	0	0	0
Cenpt	0	0.67393648463393	0	0	0	0	0	0	0
Slc1a5	0	0.673476040834622	0	0	0	0	0	0	0
Trim5	0	0.673285376134898	0	0	0	0	0	0	0
Stx3	0	0.673109440204868	0	0	0	0	0	0	0
Zbtb11os1	0	0.672788880387822	0	0	0	0	0	0	0
Nmral1	0	0.672512701994994	0	0	0	0	0	0	0
Mgat1	0	0.672293932077828	0	0	0	0	0	0	0
Rpl13a	0	0.672168690284833	0	0	0	0	0	0	0
Zfp839	0	0.671773384448135	0	0	0	0	0	0	0
Emc6	0	0.671648063289614	0	0	0	0	0	0	0
Rpl7a	0	0.671550753531634	0	0	0	0	0	0	0
Ak6	0	0.671063112839377	0	0	0	0	0	0	0
Dgcr6	0	0.671004172397015	0	0	0	0	0	0	0
Yif1a	0	0.669737942106044	0	0	0	0	0	0	0
Rmdn1	0	0.66967542751281	0	0	0	0	0	0	0
Dkc1	0	0.669243471785193	0	0	0	0	0	0	0
Nmt1	0	0.668691876499676	0	0	0	0	0	0	0
Neil1	0	0.668645475134289	0	0	0	0	0	0	0
Rp9	0	0.668119622367234	0	0	0	0	0	0	0
Frrs1	0	0.667995554183827	0	0	0	0	0	0	0
Rsph3a	0	0.667833535012396	0	0	0	0	0	0	0
Nop58	0	0.667599460911753	0	0	0	0	0	0	0
Tsfm	0	0.667196033028591	0	0	0	0	0	0	0
Ss18l2	0	0.667070227543932	0	0	0	0	0	0	0
Ppdpf	0	0.666593190154264	0	0	0	0	0	0	0
Fbl	0	0.666212949509708	0	0	0	0	0	0	0
Vps9d1	0	0.665815971020721	0	0	0	0	0	0	0
Esf1	0	0.665733391334095	0	0	0	0	0	0	0
Zfp444	0	0.665617171387192	0	0	0	0	0	0	0
Nfkbia	0	0.665054079726093	0	0	0	0	0	0	0
Ctnnbip1	0	0.664949106877142	0	0	0	0	0	0	0
Tssc4	0	0.664689071988478	0	0	0	0	0	0	0
Cyb561d2	0	0.663646556504547	0	0	0	0	0	0	0
Uap1l1	0	0.66359191068113	0	0	0	0	0	0	0
Psmc1	0	0.663356732714502	0	0	0	0	0	0	0
Bnip1	0	0.662717404625564	0	0	0	0	0	0	0
1110038F14Rik	0	0.662396653679467	0	0	0	0	0	0	0
Ndufa8	0	0.66236604516961	0	0	0	0	0	0	0
Mrpl34	0	0.662187749733597	0	0	0	0	0	0	0
Hypk	0	0.662124908273163	0	0	0	0	0	0	0
Hras	0	0.661347057000671	0	0	0	0	0	0	0
8430429K09Rik	0	0.660548878671871	0	0	0	0	0	0	0
Pisd-ps1	0	0.65896799191758	0	0	0	0	0	0	0
Bad	0	0.657847225008468	0	0	0	0	0	0	0
Glb1	0	0.65777713956417	0	0	0	0	0	0	0
Mvd	0	0.656491314940271	0	0	0	0	0	0	0
Kptn	0	0.656453009334323	0	0	0	0	0	0	0
Znhit3	0	0.656385440807202	0	0	0	0	0	0	0
Mus81	0	0.656229451125983	0	0	0	0	0	0	0
Taf1d	0	0.656170588232592	0	0	0	0	0	0	0
Pfkl	0	0.655028541088602	0	0	0	0	0	0	0
Cox5b	0	0.654547827512787	0	0	0	0	0	0	0
Abhd14b	0	0.653682431018737	0	0	0	0	0	0	0
Psmd14	0	0.653434545000006	0	0	0	0	0	0	0
Smim11	0	0.653396294510087	0	0	0	0	0	0	0
Gpaa1	0	0.652618627346249	0	0	0	0	0	0	0
Ndufs3	0	0.652370667652955	0	0	0	0	0	0	0
9430038I01Rik	0	0.652302980110088	0	0	0	0	0	0	0
Tomm40	0	0.651535001859909	0	0	0	0	0	0	0
Rnf25	0	0.651523654589793	0	0	0	0	0	0	0
Hmg20b	0	0.651295342382389	0	0	0	0	0	0	0
Cfap20	0	0.651033977570524	0	0	0	0	0	0	0
Tsen34	0	0.650825884198457	0	0	0	0	0	0	0
Stk19	0	0.650745112778825	0	0	0	0	0	0	0
Polr2j	0	0.649884052857774	0	0	0	0	0	0	0
Cuta	0	0.649476455007189	0	0	0	0	0	0	0
Park7	0	0.649106276748892	0	0	0	0	0	0	0
Pycrl	0	0.648972696594962	0	0	0	0	0	0	0
Magoh	0	0.648379542773306	0	0	0	0	0	0	0
Rps3a1	0	0.647788703170032	0	0	0	0	0	0	0
Trmu	0	0.647704058236773	0	0	0	0	0	0	0
Gstt2	0	0.647636066764788	0	0	0	0	0	0	0
Rbm8a	0	0.647569097173382	0	0	0	0	0	0	0
Irf5	0	0.647560696805034	0	0	0	0	0	0	0
Hspb11	0	0.647280611089174	0	0	0	0	0	0	0
Trmt1	0	0.647242494630185	0	0	0	0	0	0	0
Inppl1	0	0.646947098610564	0	0	0	0	0	0	0
Ppig	0	0.646675501393656	0	0	0	0	0	0	0
Irf3	0	0.646297587435136	0	0	0	0	0	0	0
Rpp21	0	0.64595720013331	0	0	0	0	0	0	0
Rabl6	0	0.645777524597917	0	0	0	0	0	0	0
Tradd	0	0.645682770844067	0	0	0	0	0	0	0
Ndufa6	0	0.645672336502735	0	0	0	0	0	0	0
Mdp1	0	0.645323448818	0	0	0	0	0	0	0
Timm10b	0	0.644972594768386	0	0	0	0	0	0	0
Foxp1	0	0.644748214431059	0	0	0	0	0	0	0
Zc3h10	0	0.644560498076064	0	0	0	0	0	0	0
Gtf3c2	0	0.644285687298593	0	0	0	0	0	0	0
Rce1	0	0.643041972229035	0	0	0	0	0	0	0
Gm13436	0	0.642795780354325	0	0	0	0	0	0	0
Anxa4	0	0.642643532777793	0	0	0	0	0	0	0
Psma6	0	0.642340433180908	0	0	0	0	0	0	0
Rpl10	0	0.64226317953742	0	0	0	0	0	0	0
Naa10	0	0.641286711460617	0	0	0	0	0	0	0
Rnf8	0	0.640439170405816	0	0	0	0	0	0	0
Tmem143	0	0.63974447477687	0	0	0	0	0	0	0
Mien1	0	0.639733294464815	0	0	0	0	0	0	0
Crlf2	0	0.639719641249342	0	0	0	0	0	0	0
Ddost	0	0.639147526728428	0	0	0	0	0	0	0
Cox6c	0	0.638909300366262	0	0	0	0	0	0	0
Nucks1	0	0.638620835241346	0	0	0	0	0	0	0
Tbcb	0	0.638221711167844	0	0	0	0	0	0	0
Zfp783	0	0.638150025765782	0	0	0	0	0	0	0
D8Ertd738e	0	0.63813160454972	0	0	0	0	0	0	0
