C1	C2	C3	C4	C5	C6	C7	C8	C9	Tested_in_clustering	Cluster_control	Cluster_Exposure_P	Cluster_Exposure_Final
2900097C17Rik	12.3225809858456	16.8237030696	6.02681025424004	20.6328297617794	35.6179545581163	3.60929049605332	25.6441608506168	7.76116033709892	9.76654166212679	100	3	6	6
3110001I22Rik	10.9121492162109	36.2493314946888	35.5409806240715	7.7857483567222	14.2920152340233	25.0743762032498	26.1360007381951	14.499566166511	17.9306500385453	100	9	4	4
3110040N11Rik	16.4384853463387	20.8048644775131	19.7364446018542	11.047778902457	13.3411580223978	16.6388067824642	16.2956651189942	14.845808723745	11.1555371019632	100	9	9	9
3110045C21Rik	17.219128137921	22.0365863161157	22.1509918885336	10.2843065270936	8.96584933578514	18.388822891927	14.7710213302537	15.5368829460732	11.367615946683	100	9	5	5
3110056K07Rik	6.73103299674929	21.5160852772371	16.2806271624977	9.87376180999089	21.2601792210637	9.61084426072699	20.7701809233523	6.19272995079102	8.82427291456215	100	9	8	8
3110082I17Rik	8.51977929596086	28.3684505080135	24.7978136622445	9.18017791131522	18.9460342067312	16.5564536179229	23.5107929098922	9.70675435593784	12.3215264658041	100	1	1	1
3830406C13Rik	21.0311809884655	9.11324867056202	5.22962409428403	18.1778781383175	21.1991739648427	9.04794836100072	13.3541457486416	15.3057170200002	8.06509537246854	100	3	3	3
3930402G23Rik	3.57316512577212	30.6575739033135	21.0149374167715	14.640880982226	33.2363022539733	10.1677130351307	31.6823958182397	4.31164742882377	12.8004447908661	100	1	1	1
4430402I18Rik	9.96839434995068	24.7972108666637	22.9303139104206	7.48492804581755	13.5843815756353	15.7705529143176	18.9387336848607	10.235361387237	10.8167063056171	100	4	4	4
4632404H12Rik	8.08278870581632	31.1812359963996	26.6990453534426	10.7566106924741	22.8499556638284	17.4787019182757	27.3943513529591	10.1216254168149	15.0772586453379	100	9	1	1
4632415L05Rik	3.39563011398459	29.4670731590411	18.5338525896828	16.8136692979349	36.510900369427	7.64958046579079	32.4813925714621	3.26124947516194	12.7708416378604	100	1	1	1
4632427E13Rik	15.1607486217126	28.6622498633397	28.7593991206849	9.3088345579849	11.7197888593708	22.1109137660531	20.0619374291451	15.8235705659554	14.7123438701928	100	5	4	4
4632428C04Rik	4.81448279125515	37.555475380456	30.3297898075354	12.3853978639446	30.3984788712242	18.3377693236429	34.5005626125648	8.35387499754305	16.8807418283751	100	1	1	1
4732419C18Rik	15.5193285217968	19.8479528510757	19.9642554000092	8.83044077464064	8.03531764084273	16.2132463862033	13.0860677608543	13.7021305017802	9.69694862353378	100	9	5	5
4732465J04Rik	10.7693738906227	20.7152842681643	11.3447111231366	17.944315008333	32.3857549814515	6.41380115432524	25.789018901612	7.471951236219	10.2131584996714	100	7	6	6
4732491K20Rik	8.57500204077938	20.5728111305469	12.2125717017789	15.6923270470225	29.8342263752716	6.0248427077596	24.5547563005401	6.10520799270518	10.101192380418	100	1	6	6
4833411C07Rik	3.36340696318858	33.1600981287945	23.3911493541193	14.8449882125898	34.0727576988913	11.5426065452549	33.5232261961749	4.58718904575708	13.9979578594903	100	1	1	1
4833413G10Rik	25.413283246717	9.28276981487574	8.78857287563181	17.5406270411787	15.8449338292922	14.0311214759583	10.2502008444446	19.6890657636692	9.07431047442198	100	2	2	2
4833418N02Rik	9.86739646051658	25.1287242484361	20.240724547086	12.4681915059942	22.5604668503582	13.246573511823	23.396568486584	9.61162672562871	12.3559445271607	100	4	8	8
4833420G17Rik	9.9169856063902	22.8793714154184	14.7900825743434	15.7962268066747	29.4675643390684	8.60758410398385	25.7321482609993	7.89011078553527	11.2544145782706	100	9	8	8
4833422C13Rik	4.41037764208486	33.3567212452893	26.9229640909713	11.1356897841353	27.5392713505378	16.0383568339304	30.7594804539707	7.34895347006642	14.8831170348155	100	1	1	1
4833439L19Rik	11.2849163332578	18.8110234790255	7.83412343842862	20.4743388983277	36.2422148620576	3.85448726027848	26.8224694159182	7.05954631459731	10.2290820683354	100	3	6	6
4921524J17Rik	10.8794408628118	34.4703336372117	32.7559383275958	9.16090415724559	17.7487431113455	23.2382139309414	26.5728580365169	13.8833265452815	17.0448040744702	100	4	4	4
4921531C22Rik	14.3511546466558	24.0628236850882	22.197426967386	10.8270940455744	17.2608664917029	17.9148888164653	20.4108885520045	14.2712893588667	12.8534445596862	100	9	9	9
4930402H24Rik	27.9142102282972	8.22678912188888	8.28588851242888	19.1708947746217	15.874875633681	14.7199494848713	9.31899542926281	21.5379591937352	9.57273751617721	100	7	7	7
4930404H11Rik	9.29608473355826	19.7880233079034	9.05664900922865	19.4645867827786	35.9086377943074	4.18954582910152	27.0297690425085	5.95828154467231	10.3198289755596	100	9	6	6
4930412C18Rik	26.1448334487175	7.60250852515059	9.09042536139848	16.242502752744	9.5662690042137	14.1294477916118	5.8428971854332	20.07430863049	8.51225199557991	100	2	7	7
4930430F08Rik	17.3830443532254	19.922809418707	19.7334899679195	10.7235465618939	9.86485638013896	16.8288299909	13.8504594606255	15.1348770341686	10.4259425503204	100	2	5	5
4930452B06Rik	2.75807199522354	33.0916708429321	23.9411467349942	13.7838942296953	32.6116083288404	12.1764320066668	32.818279149041	4.57962756058558	13.8960696843516	100	1	1	1
4930453N24Rik	14.802634950065	15.3666155444821	10.127887134072	14.5545154812803	22.3908267900018	9.13960955994302	17.8069253824119	11.2460760157967	8.16873812640829	100	3	9	9
4930480G23Rik	23.3820465410315	11.8651474907081	12.6252569326538	14.5554057850955	10.2300268586693	15.0607347751806	8.84281039236439	18.4731457527716	8.99575220376742	100	2	7	7
4930480K23Rik	18.2136614840947	11.6563915235913	9.46831203917235	13.3571810955294	16.339341880072	11.0079641435853	12.3430518773129	14.0231269513149	7.17033604899675	100	9	9	9
4930481A15Rik	7.98407557395717	34.6623065320013	31.5752507303718	8.82450032541797	20.2917910695961	20.9472004078506	28.0339718259183	11.2180095823751	16.3430314804241	100	9	1	1
4930503L19Rik	5.4627683765307	28.9440139040071	16.0728195013774	21.2277508802423	42.14320069996	5.33028701544262	34.805212485487	3.62739036566949	13.7989831095281	100	1	8	8
4930506C21Rik	3.33904744194849	34.2034470742426	24.8150838057842	14.45847782315	33.6195432783013	12.8279254798675	33.9491029305635	5.17731734158394	14.6393124359233	100	1	1	1
4930522L14Rik	11.3625001259039	26.8281926068671	25.6161584469107	7.59958911408934	12.4478149447985	18.1887121952955	19.6491201414871	11.999856912456	12.2329361233142	100	5	4	4
4930523C07Rik	9.81130313567753	23.0287617014589	17.6897296802153	11.9961485388855	22.1121880402713	11.3774290180563	21.7798060031893	8.54078330744595	9.84178987216727	100	9	9	9
4930524O07Rik	13.0397424672481	21.1601892677883	17.5371106198905	12.5208745001892	20.2419751354395	13.35494525427	19.9700056467714	11.5320198323611	11.0001360894159	100	5	9	9
4930556M19Rik	14.2180909338984	29.2968216662846	27.1372749286229	11.885282443669	19.5905983589594	20.9505918353484	24.4659022717118	15.4298781980824	15.8500475915504	100	4	4	4
4930579G24Rik	3.83918179559944	34.8754409202859	27.1673498052534	12.3034013168925	30.2016805278017	15.4485955949206	32.7993569796874	6.53991813439784	15.0709722168446	100	1	1	1
4930581F22Rik	7.34227941987766	32.8781733621733	26.8067471558305	12.0900123921887	26.4345014613488	16.4434246294536	29.7948819794535	8.98539508658059	14.8832708282899	100	1	1	1
4930594M22Rik	9.31167313626486	24.4117963185471	15.6683470114463	16.4175350479624	31.5900142069907	8.77996821423726	27.4392616913964	7.44240578440896	11.5545006904328	100	6	6	6
4931406C07Rik	8.56905568684386	25.1699636310642	14.148566832438	19.2538451719256	36.9060148687433	6.44347980808467	30.4598712062249	6.0145771112386	12.1245948643534	100	6	6	6
4931406P16Rik	7.20048644201032	33.2641514858964	24.9752438366433	15.6233368029656	33.3236173238027	14.6319971398287	33.3111682756465	8.47088164529378	16.0324698017385	100	1	1	1
4931414P19Rik	4.71992932971166	26.5781041892194	16.4591172694324	16.5557644729212	34.9334957823047	7.15993401993354	30.3755225447507	4.08092167918108	12.4107414563779	100	8	8	8
4932438A13Rik	19.515042366502	15.7190570103751	16.3073118574924	11.5529295519654	9.16449319363106	15.9495559692922	11.0547172481941	16.3179780081041	9.61702705236867	100	7	5	5
4933404O12Rik	5.87133307298771	23.6390863743341	12.4894174324597	18.1638062266698	36.8135750685703	4.43015061213395	29.6376048021895	3.7772219167085	11.2867329670897	100	6	6	6
4933411K16Rik	4.68476786044296	32.4364245198241	30.1516691867563	5.7489172980012	16.8895977952249	19.3770098310967	25.1679413557503	8.67288290499334	14.2243382806574	100	9	1	1
4933421O10Rik	19.8402959480844	16.6625382603234	16.8492427372032	12.2319113475988	10.8873124728143	16.2982823690297	12.3288411282017	16.7410830193295	10.0777259290833	100	7	9	9
4933427D14Rik	13.1766309370669	32.3050347124518	31.5265823788775	9.91879588884824	16.9571237962121	23.8188301105873	25.0107496600139	15.8826860780358	17.5375133557632	100	9	4	4
4933431E20Rik	16.2010027711542	21.4686231362465	20.8379914366712	11.7439040555578	15.3312505760098	17.9371740933451	17.5625688971943	15.4323979196334	12.7210072659277	100	4	4	9
4933431K14Rik	20.3180945676936	16.7409583480864	16.753661502373	13.4371163752013	13.3894414940394	16.8038132429861	13.4117792132834	17.1545905682282	10.5834237233497	100	9	9	9
4933434E20Rik	12.9028614450792	17.3446231366035	6.9192901291094	20.9812011238634	35.4599478568109	4.43726890325827	25.4985491174428	8.42830750794903	10.1253451483027	100	3	6	6
4933439C10Rik	7.43373172389298	37.0591072468164	34.8914375482114	7.39421973570987	18.9307900452059	23.4679591737891	28.8319170820878	11.8723596700011	17.4113135467834	100	4	4	4
5031425E22Rik	7.42378750251873	22.5733127153335	20.1879356641714	6.51628126328902	14.2074893138956	13.1690676653848	18.126070992315	7.94780304335613	9.48352294342008	100	4	4	4
5031439G07Rik	29.7154187910107	6.58956219592589	5.9373650261563	21.5482303289019	19.0811741783027	14.4709325027262	10.2326486693417	22.8804290717578	10.2412198843706	100	2	2	2
5033403H07Rik	9.45415564398844	37.90389043071	36.2370572918753	8.54482117534693	18.6627379264152	25.1578653352717	29.1603155145462	13.8758104544596	18.8994872216142	100	5	4	4
5033406O09Rik	25.8483365428977	9.83557746568288	10.5489029374191	16.7352307976376	11.513335112562	14.8066069078001	8.07671307750603	20.0017279146195	9.03944517875904	100	7	7	7
5033421B08Rik	27.1744537676899	9.49408709527695	11.0819640618127	16.9592061690359	9.89451262275682	15.7236708429949	6.89853893911923	21.1094616368437	9.42684173672099	100	7	7	7
5330417C22Rik	7.86668787512098	24.5702136026773	18.2430629415096	11.4121628489059	24.1557680503354	10.6061533974542	23.8085075905419	6.90571137170047	9.71678570225508	100	1	1	1
5430403G16Rik	10.2050999136482	25.1175116235885	22.5533438221024	8.52035775646408	15.1863612244264	15.4808903245284	19.9947801808446	10.3722788437244	11.2101175974228	100	9	4	4
5430405H02Rik	7.03609326236758	27.3683278931059	21.5945133185392	11.0898505082677	25.2741284351387	13.7525825726288	26.352806567227	8.20038702086762	12.4925485447866	100	9	1	1
5430416N02Rik	17.7300220802658	29.4039432571401	29.198542522126	12.0223090538624	15.4825528910132	23.550977573525	22.2339314854198	18.3538648431879	16.786947952772	100	9	4	4
5530601H04Rik	4.67499082641596	33.2046105171276	29.0089186895874	8.21374697228348	22.4516925697727	18.4724291595604	28.2266146082534	8.44877133799493	14.6591553266897	100	9	1	1
5730409E04Rik	14.0408076680579	14.4341229226899	10.1574863102534	13.6172858755259	19.6701169922547	8.17076896475764	15.8203750283564	10.2342736521593	7.88094342099948	100	9	9	9
5730414N17Rik	12.4027583556396	27.7628401972847	27.6021471345812	7.30723498816497	10.2694548651784	20.165182130943	19.2099783371809	13.492053881747	13.4498755298066	100	9	4	4
5730455P16Rik	28.227930893947	6.63510722544294	7.50407557644685	18.5650109446844	13.5158208244038	14.3614489561008	7.17757421249511	21.6899562051203	9.09067367339997	100	2	2	2
5730480H06Rik	3.83319275734777	35.3562843521791	29.4435127431619	10.2477245062531	26.3936960621435	17.6763212164151	31.3091799981209	7.51992031899797	15.5225948264676	100	1	1	1
5830417I10Rik	5.74237988574253	31.2229266095169	24.2386761770883	12.9299926428142	28.0592212123533	13.8628849016403	29.6512397730433	7.21411836678739	14.3840033026814	100	9	1	1
5830444B04Rik	8.89124193986875	21.5945588003394	12.0582719741412	17.2611107928762	32.5900007268899	6.29089319303134	26.3915936246912	6.29544307197691	10.2460483866988	100	9	6	6
5830448L01Rik	8.00591325442945	25.1739002727892	19.0449758906019	11.7221281378771	24.2895537088446	11.5303629772127	24.1637715052335	7.43624424282659	10.3519534784361	100	9	8	8
5830473C10Rik	5.90203392372957	31.2101226588809	25.6447445396056	10.0032728882515	24.1509905013461	15.4652289274971	27.7822266779279	7.66604455453607	13.0966927122776	100	1	1	1
5930430L01Rik	11.3149261704555	22.2982907187025	20.4924395501393	8.09004465066841	12.5436546565316	14.5669215020822	16.9027493539803	10.4764762850244	9.52336006625322	100	4	4	4
6030458C11Rik	9.51943049622594	13.5930896225986	12.2467812830613	5.98651254921741	9.46596211040586	8.95089712708022	10.7044664382026	7.7332457681257	5.43311812900395	100	3	9	9
6330403L08Rik	7.51355172148928	32.6099187481049	26.3926685455553	12.3691714427996	28.137927588681	17.0505634253361	30.8163490450891	9.7208112741992	15.6213887027307	100	9	1	1
6330418K02Rik	6.8034664216346	36.1756755009002	34.7300872611655	6.21431032266275	16.9681881564311	23.4352656719566	27.3943277800158	11.5663938024568	16.8684574731227	100	9	4	4
6430548M08Rik	26.4460828471477	12.6285330175016	13.8662722936417	16.6613025768695	11.7923258557721	17.6655712966815	10.0186565965248	21.4965768478619	11.0779288445053	100	9	9	9
6430550D23Rik	16.4221483520824	21.394297585932	20.2420268326416	11.1718013588093	14.5674964066918	17.2040177623154	17.2611507750675	15.0719568798144	11.551341471838	100	9	9	9
6430571L13Rik	11.3490864672367	21.664464894148	16.9515216206929	11.4092901006163	21.2335791684976	12.2925313587443	21.0474793555679	10.0993662765952	9.87789938605172	100	9	9	9
6530402F18Rik	4.47058560916424	28.6088187515153	17.8993210988496	16.7163444710096	36.0410072273987	7.90153464077109	32.0346541343109	4.05657229550082	12.78410027725	100	9	8	8
6720427I07Rik	19.7194053187596	15.3921964107145	15.5349222066619	12.0858491315066	9.82435928759684	15.0719852147455	10.8542364566031	15.8816376484701	8.73931592209729	100	7	9	9
6820431F20Rik	8.31209268394331	29.1325724915561	25.9135759517413	8.29245377762825	17.2886036108422	16.8877478279245	23.4044294668498	9.64470894586261	12.6936615316036	100	9	4	4
8030462N17Rik	17.5075986187572	19.1628192830459	18.5883601400253	11.3040125501656	11.9989901715222	16.1362256099384	14.3247220578062	14.9492594604653	9.96846114252543	100	9	9	9
8430422M14Rik	13.3588108726697	16.0630785238823	6.08722610732892	20.1567472414721	33.7752679103958	4.347213049435	24.0509433568536	8.66632728338907	9.2690980758126	100	3	6	6
9030616G12Rik	18.9968227440709	10.8722611858208	8.4609795623122	14.3737675248575	16.1287536368843	10.2305679229772	11.5657577567706	14.1425612413528	6.93008625516402	100	7	9	9
9030619P08Rik	2.75614179192709	35.0573598924709	25.8339228533973	13.9419952090788	33.2397643310452	13.551766490553	34.2849269992054	5.12346300777288	14.8907843834742	100	1	1	1
9030622O22Rik	7.48927123406198	25.886054176898	21.4323985134424	9.63181750514777	20.9419381833296	13.8671138036555	22.9865136003999	8.17806378767323	10.8229799597279	100	9	1	1
9130019O22Rik	13.4933296980084	33.7205773257865	33.0534082826397	9.35370592292724	14.9850721129902	24.337163945835	24.9486019839887	15.9646572724796	17.5777423796307	100	9	4	4
9130023H24Rik	8.73936536801751	35.2711460355317	31.4935337874611	10.6567019987777	23.7708039267948	21.550546954674	30.0216894511865	12.2350588178482	17.2958346805582	100	9	1	1
9130221H12Rik	12.923464494433	14.1446408616976	6.36825058208261	17.2926848998875	28.5572026017719	4.90412325252523	20.2295589596346	8.62686050293435	8.1257631067221	100	6	6	6
9130230N09Rik	14.405344192327	20.7843645801647	18.8069805949324	10.5566767838278	14.3951327302319	14.9415565027059	16.8975410908682	12.806905120902	10.1947613054057	100	9	9	9
9130401M01Rik	17.7650283015201	6.54438845552495	4.91560527247021	12.4326829452801	12.9862261006714	7.86185786910953	7.91236112692034	12.7812604616857	5.09769119856848	100	3	3	9
9130409I23Rik	23.2996670466212	8.18495459148027	5.88683938879844	17.7012329738547	18.9816711753295	11.2043150952765	11.4603463960588	17.5078083630219	7.87895826649513	100	2	3	3
9230112E08Rik	13.0880794756403	27.1105485001893	24.4279668921387	11.2969556483458	18.4714751883781	17.8897160726187	22.6770644577673	13.3611976054123	14.0433787107824	100	9	4	4
9230114K14Rik	20.1904685810627	23.0932641098964	23.8620270530338	12.1039118538783	10.2181845431754	20.9930439713181	15.8260211387841	18.6451495083066	13.6082117647973	100	9	5	5
9330020H09Rik	20.8947247282138	15.6022880808726	15.2496665823828	14.0204821606375	14.4705329053624	16.2317046330827	13.6886480756751	17.7823729789248	11.0008956474316	100	9	9	9
9330121J05Rik	8.84742257892516	41.1768666926579	39.6459054369498	8.14975835741797	19.8243551299072	27.5062102484933	31.6533939902463	14.4511922418269	20.4277469739451	100	6	4	4
9330151L19Rik	9.58624895242522	23.8458744978027	16.939203379879	13.9534976683897	26.586267737692	10.5361561229317	24.5948391259108	8.19880636694902	10.626381423181	100	3	8	8
9330159M07Rik	17.0747144056548	12.6441610600663	6.49505341808656	17.6532537152879	25.4781891565068	7.50665178935744	17.6537491719578	12.0887379900847	7.93792971310888	100	9	3	3
9330162012Rik	20.7197582306219	22.3817395402892	23.4993514150502	12.0349490428356	8.480328383648	20.8740935827821	14.4036729000944	18.6226809554027	12.9000942839593	100	5	5	5
9330182L06Rik	7.09768952762843	39.4775139453979	36.0808110795051	9.398856017626	22.5461376075266	23.7601472373151	31.9307306054668	11.8113710562149	18.989876613003	100	1	1	1
9430015G10Rik	7.65664869933029	26.7299457580735	17.7779371060109	16.4334949414521	31.621837950295	8.82125446198725	28.5481066435559	6.22319469692505	12.2604765482835	100	9	8	8
